iter	Passed	Remaining
0	987	994769
1	1338	673121
2	1615	541293
3	1875	470785
4	2159	433279
5	2477	413767
6	2807	401491
7	4099	512434
8	5447	604621
9	6803	678962
10	8085	732882
11	9326	774091
12	10655	815570
13	11949	848442
14	14546	962974
15	17193	1065968
16	19844	1156843
17	22527	1238994
18	24903	1296288
19	27385	1352837
20	29717	1396700
21	53925	2416860
22	76666	3283316
23	98566	4041243
24	120548	4739974
25	142115	5367586
26	163601	5944172
27	185254	6483895
28	185555	6264094
29	185872	6059451
30	186153	5866852
31	186431	5686169
32	186749	5517585
33	187034	5357985
34	187325	5207661
35	188615	5092619
36	189981	4985719
37	191289	4882905
38	192642	4786425
39	193978	4694289
40	195353	4607485
41	196615	4522163
42	199258	4471739
43	201903	4423526
44	204519	4376722
45	207058	4330221
46	209620	4286072
47	212115	4242302
48	214601	4200057
49	238792	4575260
50	262817	4931687
51	287003	5276449
52	311160	5606763
53	335544	5927959
54	359495	6229076
55	383574	6520758
56	383967	6406202
57	384360	6295563
58	384750	6188611
59	385124	6084972
60	385499	5984722
61	385860	5887487
62	386258	5793882
63	387967	5722523
64	389714	5653858
65	391470	5587346
66	393146	5521658
67	394890	5458780
68	396696	5398515
69	398370	5338158
70	401751	5301992
71	405088	5266149
72	408394	5230811
73	411725	5196638
74	414991	5162490
75	418403	5130951
76	421863	5100710
77	455452	5430400
78	487916	5737645
79	519959	6031532
80	552437	6322340
81	585274	6609314
82	617780	6884903
83	650600	7156602
84	651048	7069617
85	651508	6984780
86	651982	6902022
87	652431	6820877
88	652869	6741432
89	653306	6663730
90	653762	6587915
91	655868	6530166
92	658139	6475245
93	660376	6421108
94	662560	6367555
95	664757	6315197
96	666943	6263768
97	669061	6212717
98	673497	6183934
99	677992	6156171
100	682331	6127467
101	686642	6099002
102	690906	6070588
103	695127	6042265
104	699451	6015284
105	742996	6322477
106	786693	6624400
107	828282	6902356
108	870375	7178601
109	912761	7451456
110	955983	7725381
111	999141	7993128
112	1000821	7926859
113	1002532	7861961
114	1004284	7798487
115	1005919	7735177
116	1007663	7673746
117	1009289	7612440
118	1010998	7552756
119	1018926	7540053
120	1026937	7528044
121	1034904	7515778
122	1042889	7503713
123	1050923	7492067
124	1058908	7480132
125	1067062	7469438
126	1082967	7512556
127	1098867	7554713
128	1114646	7595150
129	1130408	7634603
130	1146835	7677667
131	1163341	7720360
132	1179445	7759511
133	1341942	8752668
134	1504391	9728401
135	1664443	10672017
136	1825875	11608300
137	1986214	12521787
138	2149192	13436319
139	2312830	14339547
140	2313085	14223017
141	2313333	14108078
142	2313585	13994766
143	2313839	13883036
144	2314103	13772903
145	2314351	13664185
146	2314591	13556895
147	2315695	13456069
148	2316869	13356983
149	2318065	13259332
150	2319227	13162769
151	2320431	13067695
152	2321626	12973794
153	2322818	12881084
154	2325098	12795541
155	2327349	12710906
156	2329616	12627413
157	2331844	12544733
158	2334097	12463198
159	2336319	12382491
160	2338549	12302805
161	2360140	12325177
162	2381635	12346517
163	2403238	12367884
164	2424634	12387680
165	2446253	12408106
166	2467717	12427245
167	2489230	12446153
168	2489509	12359164
169	2489805	12273277
170	2490111	12188439
171	2490416	12104583
172	2490694	12021560
173	2490985	11939552
174	2491273	11858461
175	2492559	11783007
176	2493893	11708620
177	2495242	11635120
178	2496574	11562349
179	2497904	11490362
180	2499261	11419279
181	2500500	11348424
182	2503094	11284440
183	2505643	11220925
184	2508226	11158218
185	2510800	11096118
186	2513340	11034505
187	2515863	10973448
188	2518374	10912957
189	2542465	10945984
190	2566530	10978299
191	2590885	11011262
192	2615194	11043437
193	2639734	11075999
194	2664200	11107667
195	2688307	11137274
196	2688714	11068768
197	2689078	11000777
198	2689462	10933544
199	2689849	10866991
200	2690228	10801066
201	2690595	10735743
202	2690955	10671031
203	2692655	10612231
204	2694371	10554050
205	2696141	10496626
206	2697822	10439401
207	2699586	10383025
208	2701352	10327181
209	2703002	10271409
210	2706422	10222836
211	2709671	10174050
212	2712953	10125812
213	2716241	10078016
214	2719533	10030653
215	2722806	9983623
216	2726080	9937004
217	2758478	9996320
218	2790706	10054189
219	2822805	10110777
220	2854919	10166612
221	2887310	10222641
222	2919642	10277663
223	2952108	10332380
224	2952574	10274960
225	2953073	10218157
226	2953561	10161811
227	2954044	10105941
228	2954489	10050426
229	2954962	9995482
230	2955441	9941031
231	2957535	9892445
232	2959775	9844746
233	2961925	9797137
234	2964171	9750232
235	2966298	9703315
236	2968443	9656833
237	2970610	9610800
238	2974824	9571715
239	2979115	9533170
240	2983408	9494914
241	2987651	9456779
242	2991871	9418854
243	2996059	9381105
244	3000357	9343971
245	3042037	9422897
246	3085105	9505121
247	3128820	9588320
248	3175510	9679566
249	3220811	9765501
250	3264888	9846694
251	3308302	9924906
252	3309836	9877178
253	3311447	9830043
254	3313070	9783302
255	3314662	9736819
256	3316219	9690586
257	3317828	9644851
258	3319375	9599275
259	3326935	9571337
260	3334513	9543606
261	3342102	9516063
262	3349650	9488552
263	3357278	9461422
264	3364774	9434065
265	3372410	9407250
266	3387521	9401322
267	3402711	9395547
268	3417684	9389104
269	3433071	9383728
270	3448057	9377188
271	3463180	9370957
272	3478410	9364952
273	3630200	9724698
274	3782284	10081507
275	3948236	10471410
276	4112795	10853622
277	4276516	11229702
278	4441764	11605901
279	4607147	11978582
