iter	Logloss
269	0.5315534305
270	0.5314995351
271	0.5314514063
272	0.5313901026
273	0.5313215189
274	0.5312880112
275	0.5312510862
276	0.5312044769
277	0.5311530284
278	0.5311031788
279	0.5310531278
280	0.5310083308
281	0.5309500844
282	0.5308854794
283	0.5308370089
284	0.5307790859
285	0.5307255504
286	0.5306787641
287	0.530619041
288	0.5305570234
289	0.5305028777
290	0.530454395
291	0.5304008656
292	0.5303467322
293	0.530309917
294	0.5302589079
295	0.5302112063
296	0.5301637854
297	0.530110256
298	0.5300702067
299	0.530022566
300	0.5299728262
301	0.5299351202
302	0.5298740728
303	0.529817712
304	0.5297753194
305	0.52972334
306	0.5296742043
307	0.5296184782
308	0.5295845555
309	0.5295357066
310	0.5294996055
311	0.5294401325
312	0.5293744474
313	0.5293288998
314	0.529277366
315	0.5292316537
316	0.5291766415
317	0.5291199145
318	0.5290749162
319	0.529027776
320	0.5289750705
321	0.528929645
322	0.5288752491
323	0.5288513159
324	0.5288145679
325	0.5287627045
326	0.5287121348
327	0.5286807385
328	0.5286231145
329	0.5285636171
330	0.5285148293
331	0.5284587431
332	0.5284156487
333	0.5283646335
334	0.5282974777
335	0.5282411169
336	0.5281963505
337	0.5281539883
338	0.5281021677
339	0.5280558695
340	0.5280050191
341	0.5279620834
342	0.5279152055
343	0.5278701279
344	0.5278166901
345	0.5277634048
346	0.5277174668
347	0.5276697468
348	0.5276143319
349	0.527560888
350	0.5274998589
351	0.52744719
352	0.5273839336
353	0.5273372205
354	0.527275087
355	0.5272125934
356	0.5271645439
357	0.5271095927
358	0.5270494485
359	0.5270122977
360	0.5269750249
361	0.5269225147
362	0.5268618456
363	0.526811337
364	0.5267505337
365	0.526710765
366	0.5266544286
367	0.5265946017
368	0.5265543937
369	0.5265094381
370	0.5264650378
371	0.5264060286
372	0.5263764081
373	0.5263229947
374	0.5262773983
375	0.5262670427
376	0.5262195913
377	0.526153833
378	0.5261163893
379	0.5260556531
380	0.5260177945
381	0.5259771959
382	0.5259472825
383	0.5258999836
384	0.5258650296
385	0.5258169435
386	0.525773605
387	0.5257471699
388	0.5257148216
389	0.5256659239
390	0.5255998056
391	0.525549962
392	0.5255001368
393	0.5254565542
394	0.5254199953
395	0.5253603454
396	0.5253095377
397	0.5252728507
398	0.5252398556
399	0.5252041938
400	0.5251511831
401	0.5251054586
402	0.5250521185
403	0.5250118311
404	0.5249617679
405	0.5249109297
406	0.5248705935
407	0.5248262054
408	0.5247682763
409	0.5247360867
410	0.5246800005
411	0.5246417086
412	0.5246014091
413	0.5245651431
414	0.5245136153
415	0.5244634667
416	0.5244335044
417	0.5243885549
418	0.5243247127
419	0.5242710552
420	0.5242214069
421	0.524179173
422	0.5241385439
423	0.5240820427
424	0.5240575847
425	0.5240166444
426	0.5239723662
427	0.5239278377
428	0.5238680596
429	0.5238279065
430	0.5237656631
431	0.5237139035
432	0.5236801822
433	0.5236491337
434	0.5235986433
435	0.5235361436
436	0.5234905106
437	0.5234466229
438	0.5234141648
439	0.5233699537
440	0.5233292453
441	0.5232768022
442	0.5232385286
443	0.5232033793
444	0.523152712
445	0.5230967722
446	0.5230514566
447	0.5229944062
448	0.5229465826
449	0.5229104204
450	0.522884211
451	0.5228292415
452	0.5227792454
453	0.5227274491
454	0.522689682
455	0.5226536968
456	0.5226144651
457	0.5225819399
458	0.5225284899
459	0.5224778958
460	0.5224309081
461	0.522383237
462	0.5223321974
463	0.5222875652
464	0.5222406324
465	0.522191332
466	0.5221881832
467	0.5221375403
468	0.5220768224
469	0.5220243427
470	0.5219871248
471	0.5219464713
472	0.521900222
473	0.521860728
474	0.5218117814
475	0.5217716833
476	0.5217218763
477	0.5216764264
478	0.521626528
479	0.5215774655
480	0.5215178827
481	0.5214778944
482	0.5214357763
483	0.5213882272
484	0.5213571238
485	0.5213125588
486	0.5212720029
487	0.5212304463
488	0.5211880048
489	0.5211449287
490	0.5210964826
491	0.5210428984
492	0.521033452
493	0.5209983028
494	0.5209676448
495	0.5209154092
496	0.5208618188
497	0.5208143186
498	0.5207672821
499	0.5207390407
500	0.5206989547
501	0.5206515154
502	0.5206020991
503	0.5205899372
504	0.5205408991
505	0.5204995805
506	0.5204583046
507	0.5204273965
508	0.5203820564
509	0.5203362038
510	0.5202989126
511	0.5202518822
512	0.5202066459
513	0.5201524881
514	0.5200993493
515	0.5200650422
516	0.5200396627
517	0.5199816482
518	0.5199306086
519	0.5199023062
520	0.519866919
521	0.5198258261
522	0.519789255
523	0.5197444825
524	0.5196958777
525	0.5196413415
526	0.5195967642
527	0.5195338374
528	0.5194979681
529	0.5194526341
530	0.5194060187
531	0.519362131
532	0.5193253586
533	0.5192886166
534	0.5192574522
535	0.519216219
536	0.5191664914
537	0.5191292735
538	0.5190867771
539	0.5190531718
540	0.5190060804
541	0.5189605695
542	0.5188959645
543	0.5188356921
544	0.5187838714
545	0.5187327708
546	0.5186828052
547	0.5186487117
548	0.5185817573
549	0.5185337749
550	0.5184828879
551	0.5184404525
552	0.518410179
553	0.5183736019
554	0.5183461965
555	0.518302504
556	0.5182728957
557	0.5182305519
558	0.5181792499
559	0.518142447
560	0.5180784766
561	0.5180182836
562	0.5179675552
563	0.517928415
564	0.5178731222
565	0.5178381255
566	0.5178108604
567	0.517773789
568	0.5177441135
569	0.5177003418
570	0.5176658394
571	0.5176213415
572	0.5175731882
573	0.5175288307
574	0.5174692478
575	0.5174177872
576	0.517374943
577	0.5173296945
578	0.5172852026
579	0.5172384224
580	0.5171948581
581	0.5171392601
582	0.5170916805
583	0.5170543772
584	0.5170168847
585	0.5169753403
586	0.5169347295
587	0.516885246
588	0.5168326869
589	0.5167940045
590	0.5167438985
591	0.5166930542
592	0.51663446
593	0.5165850375
594	0.5165535557
595	0.5165201457
596	0.5164661587
597	0.516413801
598	0.5163831003
599	0.5163323048
600	0.5162985225
601	0.5162638554
602	0.5162205657
603	0.5161615016
604	0.5161253882
605	0.5160803167
606	0.5160365388
607	0.5159965382
608	0.515942594
609	0.5159040763
610	0.5158441639
611	0.5158051214
612	0.5157510124
613	0.5157112926
614	0.5156825568
615	0.5156347026
616	0.5155779696
617	0.5155448586
618	0.5154808455
619	0.5154375131
620	0.5154046949
621	0.5153570116
622	0.5153266405
623	0.5152760464
624	0.5152287719
625	0.5151870078
626	0.5151471293
627	0.5150919462
628	0.5150337852
629	0.5149934918
630	0.5149451067
631	0.5149112573
632	0.5148866589
633	0.5148416545
634	0.5148046929
635	0.5147554107
636	0.5147084719
637	0.5146583903
638	0.5146167727
639	0.514580104
640	0.5145340439
641	0.514529815
642	0.514497064
643	0.5144499848
644	0.5144096364
645	0.514365352
646	0.5143332784
647	0.5142867789
648	0.5142458874
649	0.5142008769
650	0.514165453
651	0.5141206805
652	0.5140863124
653	0.5140430898
654	0.5139940884
655	0.5139528857
656	0.513913953
657	0.513861333
658	0.5138144002
659	0.5137716841
660	0.5137317263
661	0.5136952773
662	0.5136474109
663	0.5136087712
664	0.5135670376
665	0.5135194946
666	0.5134942372
667	0.5134482686
668	0.5133978087
669	0.5133508882
670	0.5133032903
671	0.5132582614
672	0.5132177239
673	0.5131689727
674	0.5131214297
675	0.5130735816
676	0.5130303041
677	0.5129822302
678	0.5129506325
679	0.5129272485
680	0.5128770877
681	0.5128286965
682	0.5127968486
683	0.5127538274
684	0.512700652
685	0.5126642518
686	0.5126264481
687	0.5125960526
688	0.5125528483
689	0.5124997095
690	0.5124636572
691	0.512435672
692	0.5123928644
693	0.5123534131
694	0.5123120884
695	0.5122535429
696	0.5122006299
697	0.5121591343
698	0.5121100231
699	0.5120646952
700	0.5120277397
701	0.5119856095
702	0.5119444617
703	0.5118853182
704	0.5118344007
705	0.5117943513
706	0.5117539175
707	0.5117040313
708	0.5116693641
709	0.5116313285
710	0.5115948673
711	0.5115613962
712	0.51152881
713	0.5114791373
714	0.5114442321
715	0.5113980927
716	0.5113593614
717	0.5113146011
718	0.5112627194
719	0.5112263253
720	0.5111820287
721	0.5111473921
722	0.5111183879
723	0.5110632537
724	0.5110199274
725	0.5109882137
726	0.5109563353
727	0.5109077733
728	0.5108524865
729	0.5108168613
730	0.5107701116
731	0.5107382271
732	0.5107065501
733	0.5106468941
734	0.5106127517
735	0.5105661851
736	0.5105144315
737	0.5104690305
738	0.510418235
739	0.510373499
740	0.5103388868
741	0.5102893606
742	0.5102446002
743	0.5101993029
744	0.5101565441
745	0.5101003481
746	0.5100606954
747	0.5100276209
748	0.5099888042
749	0.5099473697
750	0.5099100602
751	0.5098698095
752	0.5098207592
753	0.5097961182
754	0.5097418016
755	0.5097066097
756	0.5096593352
757	0.509616192
758	0.5095892687
759	0.509555761
760	0.5095186651
761	0.5094915892
762	0.5094432468
763	0.5094210833
764	0.5093761216
765	0.5093438588
766	0.5093120292
767	0.5092710096
768	0.5092331143
769	0.509192888
770	0.5091573055
771	0.5091084688
772	0.5090723982
773	0.5090293709
774	0.5089973643
775	0.5089546117
776	0.5089018146
777	0.5088574997
778	0.508810091
779	0.5087792988
780	0.5087430756
781	0.5087059614
782	0.5086521026
783	0.50861508
784	0.5085743777
785	0.5085370194
786	0.5084853635
787	0.5084432271
788	0.5084006758
789	0.5083486293
790	0.5083197899
791	0.5082802287
792	0.5082319107
793	0.5081888224
794	0.5081533559
795	0.508098899
796	0.5080574644
797	0.5080243961
798	0.5079796724
799	0.5079453775
800	0.5079104785
801	0.5078806931
802	0.5078540383
803	0.5077960299
804	0.50774748
805	0.5077061675
806	0.5076739413
807	0.5076292542
808	0.5075910843
809	0.5075682068
810	0.5075176554
811	0.5074674579
812	0.5074259196
813	0.5073875972
814	0.5073390839
815	0.5072962397
816	0.5072492765
817	0.507213395
818	0.5071722716
819	0.5071371529
820	0.5070951447
821	0.5070399433
822	0.5070110062
823	0.5069705053
824	0.5069230417
825	0.5068712515
826	0.5068415699
827	0.5067996227
828	0.5067643393
829	0.5067296782
830	0.5066994902
831	0.5066572379
832	0.5066186287
833	0.5065731727
834	0.5065492029
835	0.5065090314
836	0.5064600422
837	0.5064267237
838	0.5063901831
839	0.5063526967
840	0.5063257856
841	0.5062754539
842	0.50623203
843	0.5062025803
844	0.506159315
845	0.5061278638
846	0.506087491
847	0.5060523479
848	0.5060116456
849	0.5059730363
850	0.505918909
851	0.5058661913
852	0.5058238352
853	0.5057860986
854	0.5057512545
855	0.5057078794
856	0.5056584386
857	0.5056303925
858	0.5055958718
859	0.5055609667
860	0.5055226809
861	0.5054874767
862	0.505434881
863	0.5054064199
864	0.5053701235
865	0.505320878
866	0.5052725417
867	0.5052386923
868	0.5051959457
869	0.5051409457
870	0.5050828274
871	0.5050438582
872	0.5049899261
873	0.5049544046
874	0.5049070325
875	0.5048654454
876	0.5048266592
877	0.5047809103
878	0.504748385
879	0.5047254404
880	0.5046682497
881	0.5046357916
882	0.5045856734
883	0.5045492855
884	0.5045080461
885	0.5044639876
886	0.5044151875
887	0.5043746805
888	0.5043435588
889	0.5042967786
890	0.5042417054
891	0.5042229713
892	0.5041687158
893	0.5041258289
894	0.5040972396
895	0.5040628349
896	0.5040034046
897	0.5039550134
898	0.5039265889
899	0.5038979692
900	0.5038523728
901	0.5038018519
902	0.503763676
903	0.5037369052
904	0.5036966484
905	0.5036575571
906	0.5036215474
907	0.5035542513
908	0.5035245819
909	0.5034765569
910	0.5034258285
911	0.5033762046
912	0.5033325732
913	0.5032803986
914	0.5032486056
915	0.5032095021
916	0.5031712102
917	0.5031318809
918	0.5030892869
919	0.5030451307
920	0.5029878973
921	0.5029407998
922	0.5029156888
923	0.5028839264
924	0.5028414239
925	0.5028040473
926	0.5027700148
927	0.5027538194
928	0.5027280799
929	0.5026956218
930	0.502648927
931	0.5026162675
932	0.5025709092
933	0.5025263746
934	0.5024832802
935	0.5024376045
936	0.5023853994
937	0.5023464912
938	0.5023197753
939	0.5022775779
940	0.5022280578
941	0.5021893632
942	0.5021651187
943	0.502124093
944	0.5020810535
945	0.5020472712
946	0.5020061845
947	0.5019636881
948	0.5019394498
949	0.5019034279
950	0.5018829791
951	0.5018395369
952	0.5018201621
953	0.5017817542
954	0.5017381411
955	0.5016946501
956	0.501649487
957	0.5016131783
958	0.5015743494
959	0.5015422453
960	0.5015120389
961	0.5014660154
962	0.5014355344
963	0.501392977
964	0.5013677318
965	0.50133744
966	0.5013006981
967	0.5012661408
968	0.501222186
969	0.5011706887
970	0.5011341116
971	0.5011055711
972	0.5010780437
973	0.5010475627
974	0.5010023081
975	0.5009695327
976	0.5009232345
977	0.5008903676
978	0.5008420862
979	0.5007943846
980	0.500757185
981	0.500723897
982	0.5006830055
983	0.5006513346
984	0.5006016558
985	0.5005602883
986	0.5005102251
987	0.5004726472
988	0.5004386879
989	0.5003963258
990	0.5003556601
991	0.5003199677
992	0.5002710578
993	0.5002246377
994	0.5002001309
995	0.5001611067
996	0.5001142106
997	0.5000658316
998	0.5000431249
999	0.4999880029
