iter	RMSE
220	0.8595846147
221	0.8595803692
222	0.8595774211
223	0.8595670162
224	0.8595601407
225	0.8595566086
226	0.8595526263
227	0.8595505093
228	0.8595478746
229	0.8595367332
230	0.8595341703
231	0.8595255907
232	0.8595214284
233	0.8595120985
234	0.8595078981
235	0.8594936275
236	0.8594904761
237	0.8594840583
238	0.8594740665
239	0.8594661824
240	0.8594638046
241	0.8594601255
242	0.8594548086
243	0.8594439259
244	0.8594385988
245	0.8594338745
246	0.8594288601
247	0.8594149005
248	0.8594120409
249	0.8594086356
250	0.8594004683
251	0.8593983385
252	0.8593964403
253	0.8593827302
254	0.8593730277
255	0.8593666274
256	0.8593567717
257	0.8593482835
258	0.8593415207
259	0.8593387478
260	0.8593342095
261	0.8593279155
262	0.859319715
263	0.8593179798
264	0.8593139642
265	0.8593084649
266	0.8593042457
267	0.859298914
268	0.8592901386
269	0.8592837718
270	0.8592791148
271	0.8592732156
272	0.8592682437
273	0.8592571402
274	0.8592462921
275	0.8592403498
276	0.8592327091
277	0.8592274215
278	0.8592229935
279	0.8592197327
280	0.8592155277
281	0.8592131438
282	0.8592071326
283	0.859197666
284	0.8591924808
285	0.8591843983
286	0.8591816715
287	0.8591757078
288	0.8591736753
289	0.8591663502
290	0.8591630524
291	0.8591563237
292	0.8591528736
293	0.8591497148
294	0.8591449533
295	0.8591405923
296	0.8591352927
297	0.8591265949
298	0.8591216303
299	0.8591164181
300	0.8591119752
301	0.8591061912
302	0.8590982
303	0.859096301
304	0.8590898053
305	0.8590825129
306	0.8590732648
307	0.8590625478
308	0.859059136
309	0.8590497747
310	0.8590452226
311	0.8590419391
312	0.8590384506
313	0.8590360211
314	0.8590301752
315	0.8590279078
316	0.8590222826
317	0.8590085028
318	0.8590042899
319	0.8590021495
320	0.858997388
321	0.8589892044
322	0.8589824304
323	0.8589758545
324	0.8589698656
325	0.8589629082
326	0.8589566633
327	0.8589351559
328	0.8589267855
329	0.8589185776
330	0.8589134157
331	0.8589026129
332	0.8588932701
333	0.8588868454
334	0.8588844314
335	0.8588704695
336	0.8588647475
337	0.8588579317
338	0.8588499332
339	0.8588466599
340	0.8588410755
341	0.8588339656
342	0.8588295858
343	0.8588192035
344	0.8588113221
345	0.8588054071
346	0.8587995184
347	0.8587953698
348	0.8587931622
349	0.8587869852
350	0.8587811992
351	0.8587744171
352	0.8587687577
353	0.8587635362
354	0.8587608904
355	0.8587580496
356	0.8587517308
357	0.8587473691
358	0.8587443271
359	0.8587325504
360	0.8587301108
361	0.8587182722
362	0.8587126967
363	0.8587097757
364	0.8587017687
365	0.8586954998
366	0.8586854322
367	0.8586750946
368	0.8586702947
369	0.8586641536
370	0.8586577922
371	0.8586516647
372	0.8586389517
373	0.8586315769
374	0.8586241557
375	0.8586162239
376	0.8586106041
377	0.8586033698
378	0.8585959869
379	0.8585922687
380	0.8585833402
381	0.858572538
382	0.8585699623
383	0.8585632412
384	0.8585525752
385	0.8585471656
386	0.8585350943
387	0.8585216114
388	0.8585106322
389	0.8584997
390	0.8584949903
391	0.858490693
392	0.8584826655
393	0.8584752497
394	0.8584615028
395	0.8584516742
396	0.8584466244
397	0.8584388866
398	0.8584340987
399	0.8584295464
400	0.8584221468
401	0.8584167902
402	0.8584143543
403	0.858403797
404	0.858392732
405	0.8583810834
406	0.8583769613
407	0.8583720517
408	0.858365009
409	0.8583584288
410	0.8583501205
411	0.8583468825
412	0.85833984
413	0.8583385527
414	0.8583347565
415	0.8583318835
416	0.8583312308
417	0.8583243646
418	0.8583212234
419	0.8583166959
420	0.8583104508
421	0.8583016604
422	0.8582970666
423	0.8582911144
424	0.8582858672
425	0.8582832123
426	0.8582802099
427	0.8582753941
428	0.8582725689
429	0.8582635849
430	0.8582525429
431	0.8582414997
432	0.8582318176
433	0.8582235252
434	0.8582192137
435	0.8582104099
436	0.8582073085
437	0.8581952262
438	0.8581849473
439	0.8581757615
440	0.8581692373
441	0.85815764
442	0.8581493097
443	0.8581427468
444	0.8581359734
445	0.8581276073
446	0.8581228545
447	0.8581165903
448	0.8581107734
449	0.8581056958
450	0.8580962498
451	0.858092617
452	0.8580828106
453	0.8580775357
454	0.858073306
455	0.8580669057
456	0.8580655577
457	0.8580614101
458	0.8580583015
459	0.8580559941
460	0.8580522693
461	0.8580412038
462	0.8580360907
463	0.8580320601
464	0.858029743
465	0.8580255804
466	0.8580189649
467	0.858012181
468	0.8580051012
469	0.8579976887
470	0.8579923961
471	0.8579866302
472	0.8579816511
473	0.8579742241
474	0.8579625718
475	0.8579503
476	0.8579447005
477	0.8579401084
478	0.8579327166
479	0.857930386
480	0.857924442
481	0.857918953
482	0.8579167598
483	0.8579154545
484	0.8579087161
485	0.8579041879
486	0.8578955455
487	0.857893773
488	0.8578927161
489	0.8578887562
490	0.8578840342
491	0.8578798752
492	0.8578724442
493	0.8578692955
494	0.8578676345
495	0.857862268
496	0.8578580048
497	0.8578520531
498	0.8578465764
499	0.8578335899
500	0.8578299366
501	0.857822941
502	0.8578151301
503	0.8578138445
504	0.857808863
505	0.8578022953
506	0.8577953769
507	0.857791495
508	0.8577900304
509	0.8577856614
510	0.8577791394
511	0.8577743625
512	0.8577662859
513	0.8577619267
514	0.8577586091
515	0.8577548168
516	0.8577482553
517	0.8577473958
518	0.8577444196
519	0.8577387574
520	0.8577326346
521	0.8577271168
522	0.8577216246
523	0.8577111005
524	0.8577082493
525	0.8577034436
526	0.8576982406
527	0.8576903856
528	0.8576787474
529	0.8576715566
530	0.8576644311
531	0.8576614667
532	0.8576583054
533	0.8576499521
534	0.8576482643
535	0.8576416216
536	0.8576394028
537	0.8576334714
538	0.8576254177
539	0.8576207054
540	0.8576111608
541	0.8576013507
542	0.8575995348
543	0.8575978741
544	0.8575963532
545	0.8575915255
546	0.8575901304
547	0.8575888497
548	0.8575876731
549	0.8575842791
550	0.8575793574
551	0.8575741553
552	0.857573072
553	0.8575671163
554	0.8575661065
555	0.8575623343
556	0.8575613362
557	0.8575592394
558	0.8575527991
559	0.8575504365
560	0.8575483544
561	0.8575412814
562	0.8575369249
563	0.857529005
564	0.8575249343
565	0.8575203891
566	0.857512491
567	0.8575074321
568	0.8575038004
569	0.8574988827
570	0.8574964812
571	0.8574931677
572	0.8574882759
573	0.8574874658
574	0.8574807917
575	0.857474488
576	0.8574582943
577	0.8574526559
578	0.857449981
579	0.8574468071
580	0.8574437713
581	0.8574323233
582	0.857430607
583	0.8574216067
584	0.8574155652
585	0.8574052573
586	0.8573954279
587	0.8573914578
588	0.8573837596
589	0.8573781686
590	0.857371747
591	0.8573667205
592	0.8573656457
593	0.8573648153
594	0.8573597237
595	0.8573561078
596	0.8573520135
597	0.8573434159
598	0.8573348118
599	0.8573290888
600	0.8573206514
601	0.8573164059
602	0.8573122593
603	0.8573074626
604	0.8572985841
605	0.8572897305
606	0.8572864988
607	0.8572793198
608	0.8572732037
609	0.8572700075
610	0.8572656989
611	0.8572599788
612	0.8572492443
613	0.8572433429
614	0.8572407533
615	0.8572393755
616	0.8572360176
617	0.8572305117
618	0.8572241535
619	0.8572217521
620	0.8572140543
621	0.8572078419
622	0.8572027653
623	0.8571984389
624	0.8571962577
625	0.8571910895
626	0.857183468
627	0.8571713422
628	0.8571650946
629	0.8571582928
630	0.8571546259
631	0.8571510246
632	0.8571438731
633	0.8571372535
634	0.8571334358
635	0.8571274528
636	0.8571240475
637	0.8571213035
638	0.8571134248
639	0.8571083407
640	0.8571033396
641	0.8571008258
642	0.8570952846
643	0.8570920641
644	0.8570844691
645	0.8570796093
646	0.8570770903
647	0.8570695826
648	0.8570634202
649	0.8570554647
650	0.8570526971
651	0.8570447567
652	0.8570390231
653	0.8570346682
654	0.8570188384
655	0.8570150571
656	0.8570082684
657	0.8570036531
658	0.8569994298
659	0.8569965112
660	0.8569895639
661	0.8569861879
662	0.8569827923
663	0.8569808635
664	0.8569795871
665	0.8569736207
666	0.8569699983
667	0.8569620322
668	0.8569571964
669	0.8569495805
670	0.856943728
671	0.8569394188
672	0.856936677
673	0.8569344097
674	0.8569303713
675	0.8569196779
676	0.8569174276
677	0.8569119334
678	0.856901876
679	0.8568991014
680	0.8568955259
681	0.8568892601
682	0.8568847883
683	0.8568816667
684	0.8568777109
685	0.8568723033
686	0.8568656603
687	0.8568640767
688	0.8568608637
689	0.856850763
690	0.8568451917
691	0.856837373
692	0.8568341497
693	0.8568315689
694	0.8568267491
695	0.8568244943
696	0.8568229314
697	0.856816391
698	0.8568125407
699	0.8568038868
700	0.856800883
701	0.8567964293
702	0.8567880997
703	0.8567814401
704	0.856774842
705	0.8567701601
706	0.8567654535
707	0.8567604562
708	0.8567563865
709	0.8567525476
710	0.8567506746
711	0.8567472284
712	0.8567443524
713	0.8567396278
714	0.8567318196
715	0.8567280802
716	0.8567237163
717	0.8567112907
718	0.8567074176
719	0.8567043362
720	0.856701274
721	0.856694544
722	0.8566871615
723	0.8566847439
724	0.8566810032
725	0.8566753165
726	0.8566705821
727	0.8566659186
728	0.8566623161
729	0.8566599696
730	0.8566585303
731	0.8566499186
732	0.8566464107
733	0.8566358014
734	0.8566263527
735	0.8566214946
736	0.8566073521
737	0.8566024603
738	0.856598989
739	0.8565885683
740	0.8565777845
741	0.856572053
742	0.8565666146
743	0.8565570256
744	0.8565522172
745	0.8565507672
746	0.8565466667
747	0.8565366924
748	0.8565299607
749	0.8565255046
750	0.8565205915
751	0.8565135787
752	0.8565054031
753	0.8565018779
754	0.8564998577
755	0.8564957391
756	0.8564944034
757	0.8564918016
758	0.8564859621
759	0.8564835076
760	0.8564762946
761	0.8564711539
762	0.8564651338
763	0.8564608546
764	0.8564508385
765	0.8564403363
766	0.856427031
767	0.8564187826
768	0.8564124864
769	0.856409119
770	0.8564047383
771	0.8564033481
772	0.8563978505
773	0.8563918918
774	0.8563875497
775	0.8563837293
776	0.8563814413
777	0.8563778239
778	0.8563758329
779	0.8563694857
780	0.8563666844
781	0.8563626029
782	0.856357467
783	0.8563553988
784	0.856348311
785	0.8563413862
786	0.8563327226
787	0.8563230428
788	0.8563207668
789	0.8563186572
790	0.8563129161
791	0.8563086613
792	0.8563015526
793	0.8562973552
794	0.8562937375
795	0.8562895107
796	0.8562829327
797	0.8562772153
798	0.8562690688
799	0.8562676019
800	0.8562660979
801	0.8562557986
802	0.8562456287
803	0.8562419269
804	0.8562359236
805	0.8562304534
806	0.8562259384
807	0.8562236532
808	0.8562231449
809	0.8562151999
810	0.856211277
811	0.8562075483
812	0.8562012149
813	0.8561961161
814	0.8561909625
815	0.8561809739
816	0.8561740544
817	0.8561707654
818	0.8561696525
819	0.8561678721
820	0.8561672093
821	0.8561598548
822	0.856156919
823	0.8561530486
824	0.856148218
825	0.8561411119
826	0.8561355215
827	0.8561290443
828	0.8561269103
829	0.8561249661
830	0.856122021
831	0.8561179019
832	0.8561131664
833	0.8561113934
834	0.8561027467
835	0.856099961
836	0.8560950439
837	0.8560905488
838	0.8560860996
839	0.8560819865
840	0.8560746768
841	0.8560731988
842	0.8560662941
843	0.8560631314
844	0.8560514098
845	0.8560402505
846	0.8560357198
847	0.8560330858
848	0.8560310835
849	0.8560275377
850	0.8560233118
851	0.8560204823
852	0.8560077283
853	0.8559991155
854	0.8559948583
855	0.855988874
856	0.8559849895
857	0.8559839385
858	0.8559758878
859	0.8559734505
860	0.8559593599
861	0.8559550797
862	0.8559537333
863	0.8559500283
864	0.8559423253
865	0.8559385338
866	0.8559329992
867	0.8559278586
868	0.8559211509
869	0.8559129387
870	0.8559092223
871	0.8558995767
872	0.8558963391
873	0.8558947374
874	0.8558909707
875	0.8558796047
876	0.8558740359
877	0.8558696716
878	0.8558641237
879	0.8558597155
880	0.8558542816
881	0.8558443021
882	0.8558370339
883	0.8558348271
884	0.8558263779
885	0.8558198736
886	0.8558162266
887	0.855809115
888	0.8558020512
889	0.8557961732
890	0.8557889882
891	0.8557839164
892	0.8557795257
893	0.8557740392
894	0.8557692829
895	0.855759099
896	0.8557474174
897	0.8557421984
898	0.8557382212
899	0.8557373517
900	0.8557266786
901	0.8557200381
902	0.8557144119
903	0.8557098535
904	0.8557030709
905	0.8556997493
906	0.8556970297
907	0.8556959958
908	0.8556889088
909	0.8556850526
910	0.8556796846
911	0.8556757033
912	0.8556697364
913	0.8556679837
914	0.8556667591
915	0.8556634378
916	0.8556580405
917	0.8556545815
918	0.8556456914
919	0.855635142
920	0.8556271199
921	0.8556234513
922	0.8556221385
923	0.8556183363
924	0.8556104817
925	0.8556032192
926	0.8556000953
927	0.8555887426
928	0.8555851051
929	0.8555827661
930	0.8555785723
931	0.8555757515
932	0.8555659697
933	0.8555622025
934	0.8555580103
935	0.8555537429
936	0.8555509664
937	0.8555463367
938	0.8555453182
939	0.855539535
940	0.8555318968
941	0.8555270024
942	0.8555190644
943	0.8555107183
944	0.8555001588
945	0.8554919337
946	0.8554880103
947	0.8554818027
948	0.8554775099
949	0.85547492
950	0.8554653327
951	0.8554631987
952	0.8554586026
953	0.8554516929
954	0.8554506008
955	0.855439886
956	0.855435239
957	0.8554324452
958	0.8554222111
959	0.8554182019
960	0.8554065811
961	0.8554023418
962	0.8553999033
963	0.8553932532
964	0.855385574
965	0.8553793604
966	0.8553726593
967	0.8553668255
968	0.8553537336
969	0.8553475066
970	0.8553435344
971	0.8553388578
972	0.8553373439
973	0.8553321492
974	0.8553275989
975	0.8553235075
976	0.8553213278
977	0.8553167832
978	0.855314748
979	0.8553136827
980	0.8553101569
981	0.8553082703
982	0.8553035335
983	0.8552919499
984	0.8552842028
985	0.8552778038
986	0.8552703258
987	0.8552656608
988	0.8552575787
989	0.855252505
990	0.8552425559
991	0.8552360177
992	0.8552259009
993	0.8552241544
994	0.8552144686
995	0.8552088014
996	0.8552049858
997	0.8551955374
998	0.8551876942
999	0.855178782
