iter	RMSE
177	0.5174671124
178	0.517455344
179	0.5174452115
180	0.517431775
181	0.517423396
182	0.5174037409
183	0.5173918934
184	0.5173792137
185	0.5173695843
186	0.5173608683
187	0.5173483958
188	0.5173387426
189	0.5173226963
190	0.5173022988
191	0.5172838243
192	0.5172779824
193	0.517274427
194	0.5172602872
195	0.5172495684
196	0.5172391342
197	0.5172279712
198	0.5172186709
199	0.5172083062
200	0.5171961638
201	0.5171899279
202	0.5171820257
203	0.5171684775
204	0.517157345
205	0.5171510905
206	0.517138327
207	0.5171245003
208	0.5171106621
209	0.5171027393
210	0.5170936106
211	0.5170821729
212	0.5170653064
213	0.517053871
214	0.5170456611
215	0.5170362459
216	0.5170329207
217	0.5170236036
218	0.517016046
219	0.5169931394
220	0.5169746512
221	0.5169655579
222	0.5169528713
223	0.5169423709
224	0.5169339836
225	0.5169240609
226	0.5169110649
227	0.5168962383
228	0.5168839524
229	0.5168687032
230	0.5168518237
231	0.516848209
232	0.516842909
233	0.5168372196
234	0.5168315296
235	0.5168234651
236	0.516815605
237	0.516808761
238	0.5167948712
239	0.5167831212
240	0.5167671035
241	0.5167582053
242	0.5167470283
243	0.5167300261
244	0.5167181355
245	0.5167055019
246	0.5166876538
247	0.5166766816
248	0.5166700903
249	0.5166566553
250	0.5166443226
251	0.5166316116
252	0.5166228601
253	0.5166082611
254	0.5165914671
255	0.5165819762
256	0.5165727274
257	0.5165610538
258	0.516545701
259	0.5165274881
260	0.5165070119
261	0.5164988835
262	0.5164862315
263	0.5164747477
264	0.5164636069
265	0.5164524144
266	0.5164408807
267	0.5164324383
268	0.5164224195
269	0.5164144415
270	0.5164002246
271	0.5163841889
272	0.5163726477
273	0.5163646695
274	0.5163449187
275	0.5163288549
276	0.5163163995
277	0.5163008345
278	0.5162934025
279	0.5162822014
280	0.5162657311
281	0.5162563656
282	0.5162442076
283	0.5162345251
284	0.5162190927
285	0.5162119587
286	0.5161974375
287	0.5161922483
288	0.5161862049
289	0.516180797
290	0.5161705372
291	0.5161596119
292	0.5161479726
293	0.5161341035
294	0.5161242683
295	0.5161131497
296	0.5161019741
297	0.5160923764
298	0.5160861512
299	0.5160801234
300	0.5160694701
301	0.5160563949
302	0.5160483566
303	0.5160417731
304	0.5160275247
305	0.5160092017
306	0.5159934756
307	0.5159866356
308	0.5159747097
309	0.5159639266
310	0.5159512421
311	0.515944523
312	0.5159386261
313	0.5159256579
314	0.5159185947
315	0.5159129514
316	0.5159002393
317	0.5158914509
318	0.5158753364
319	0.5158599401
320	0.515849317
321	0.5158394582
322	0.5158290138
323	0.5158168222
324	0.5158116392
325	0.515802928
326	0.5157896303
327	0.5157837076
328	0.5157723424
329	0.5157673266
330	0.515756569
331	0.5157386381
332	0.5157334897
333	0.5157300751
334	0.5157237177
335	0.5157088513
336	0.515699005
337	0.5156894124
338	0.5156819423
339	0.5156790544
340	0.5156690073
341	0.5156624604
342	0.5156541604
343	0.5156496178
344	0.515641332
345	0.5156327692
346	0.5156211881
347	0.5156073476
348	0.515598327
349	0.5155904193
350	0.5155856563
351	0.5155757035
352	0.515561988
353	0.5155515234
354	0.5155391091
355	0.5155282467
356	0.5155202013
357	0.5155106552
358	0.5155021406
359	0.5154939184
360	0.5154816716
361	0.5154732882
362	0.515459215
363	0.5154492426
364	0.5154412592
365	0.5154323072
366	0.5154228899
367	0.5154094526
368	0.515400227
369	0.5153975075
370	0.5153919921
371	0.5153842302
372	0.5153768898
373	0.5153659562
374	0.5153578658
375	0.5153492112
376	0.5153448928
377	0.5153341583
378	0.515328657
379	0.5153184033
380	0.5153064502
381	0.5152981823
382	0.5152870018
383	0.5152772052
384	0.5152661582
385	0.5152569699
386	0.5152454165
387	0.5152329317
388	0.5152225056
389	0.5152096849
390	0.5151985873
391	0.5151836905
392	0.5151776546
393	0.5151694923
394	0.5151631802
395	0.5151532849
396	0.5151455335
397	0.5151355959
398	0.515127201
399	0.5151215536
400	0.51511257
401	0.5151020717
402	0.5150927868
403	0.5150812974
404	0.515071295
405	0.5150644129
406	0.5150491142
407	0.51504426
408	0.5150367083
409	0.5150246381
410	0.5150192185
411	0.5150044419
412	0.514996001
413	0.5149830027
414	0.5149683865
415	0.5149612621
416	0.5149532659
417	0.5149424694
418	0.5149348193
419	0.5149273458
420	0.5149170597
421	0.5149108945
422	0.5149086784
423	0.5148977532
424	0.5148875899
425	0.5148790876
426	0.5148696379
427	0.5148599766
428	0.5148540645
429	0.5148402654
430	0.5148315958
431	0.5148254536
432	0.5148178658
433	0.5148074894
434	0.5147964551
435	0.5147802175
436	0.5147739745
437	0.5147614799
438	0.51475352
439	0.5147422294
440	0.5147339842
441	0.5147268789
442	0.5147178113
443	0.5147109056
444	0.5147016587
445	0.5146860412
446	0.5146809467
447	0.5146713515
448	0.5146624963
449	0.5146488011
450	0.5146385769
451	0.5146295561
452	0.5146193643
453	0.5146131158
454	0.5146004952
455	0.51458348
456	0.5145751711
457	0.5145662424
458	0.5145594379
459	0.51455099
460	0.514537978
461	0.5145350342
462	0.5145248386
463	0.5145170264
464	0.514505946
465	0.5144993887
466	0.5144929202
467	0.5144886397
468	0.5144857692
469	0.5144802007
470	0.5144727702
471	0.51446268
472	0.5144582265
473	0.5144424289
474	0.5144374111
475	0.5144279152
476	0.5144154
477	0.5144057576
478	0.5143945776
479	0.5143855874
480	0.514379082
481	0.5143714886
482	0.5143655684
483	0.5143591908
484	0.5143494853
485	0.5143434537
486	0.514333799
487	0.5143219008
488	0.5143104855
489	0.514306375
490	0.5143028732
491	0.5142975213
492	0.5142851603
493	0.5142693882
494	0.5142621912
495	0.5142546979
496	0.5142471884
497	0.5142378132
498	0.5142225437
499	0.5142115151
500	0.5142011163
501	0.5141888032
502	0.5141773834
503	0.5141751569
504	0.5141653204
505	0.5141568295
506	0.5141544696
507	0.5141467659
508	0.5141441406
509	0.5141323924
510	0.5141249114
511	0.5141224399
512	0.5141138595
513	0.5141049778
514	0.5140994269
515	0.5140972698
516	0.5140930634
517	0.5140837997
518	0.5140751111
519	0.5140691691
520	0.514063983
521	0.5140603042
522	0.5140520734
523	0.5140374014
524	0.5140287977
525	0.5140198795
526	0.5140099679
527	0.514004296
528	0.5139945656
529	0.5139885177
530	0.5139776907
531	0.5139633743
532	0.5139562043
533	0.5139480154
534	0.5139400236
535	0.5139319701
536	0.5139170114
537	0.5139067875
538	0.5138994102
539	0.5138887957
540	0.5138782508
541	0.5138734384
542	0.513869333
543	0.5138628875
544	0.5138496454
545	0.5138417212
546	0.5138334837
547	0.513825347
548	0.5138202221
549	0.5138063327
550	0.513795184
551	0.5137832814
552	0.5137808381
553	0.5137739463
554	0.5137612018
555	0.5137521138
556	0.5137406646
557	0.5137330492
558	0.5137240173
559	0.5137195698
560	0.5137150898
561	0.5137130208
562	0.513701737
563	0.5136957254
564	0.5136895205
565	0.5136852521
566	0.513679044
567	0.5136753725
568	0.5136639537
569	0.5136540683
570	0.5136470681
571	0.513638805
572	0.5136359668
573	0.5136297195
574	0.5136195815
575	0.5136135105
576	0.5136065896
577	0.5136032589
578	0.513597984
579	0.5135944591
580	0.5135923403
581	0.5135799611
582	0.5135671585
583	0.5135572366
584	0.5135478769
585	0.513540856
586	0.5135353457
587	0.513533288
588	0.5135260654
589	0.513514967
590	0.5135079147
591	0.5135036582
592	0.5134945599
593	0.5134878116
594	0.5134786474
595	0.513471193
596	0.5134561575
597	0.513450349
598	0.5134457124
599	0.5134403355
600	0.5134288665
601	0.5134190493
602	0.5134136086
603	0.5134093177
604	0.5133995204
605	0.5133964168
606	0.5133892869
607	0.5133822844
608	0.5133693231
609	0.5133568806
610	0.5133466261
611	0.5133394511
612	0.513331266
613	0.5133174464
614	0.5133056943
615	0.5132959815
616	0.5132874233
617	0.5132772368
618	0.5132691845
619	0.5132567797
620	0.5132441184
621	0.5132373636
622	0.513226546
623	0.5132183481
624	0.5132111188
625	0.5131993359
626	0.5131970093
627	0.513189256
628	0.5131821455
629	0.5131719847
630	0.5131657479
631	0.5131536707
632	0.5131421146
633	0.5131342874
634	0.5131217164
635	0.513115967
636	0.5131094244
637	0.5130995833
638	0.5130933222
639	0.5130858781
640	0.5130766455
641	0.5130699465
642	0.5130655746
643	0.513057156
644	0.5130484338
645	0.5130436304
646	0.5130347737
647	0.5130245372
648	0.5130189426
649	0.5130119832
650	0.5129977914
651	0.512989439
652	0.5129821073
653	0.5129755872
654	0.5129689056
655	0.5129584445
656	0.5129504803
657	0.5129432278
658	0.5129335162
659	0.5129214226
660	0.5129185601
661	0.5129068884
662	0.5128944775
663	0.5128904582
664	0.5128827122
665	0.5128758696
666	0.5128615929
667	0.5128569057
668	0.5128484386
669	0.5128432783
670	0.5128378862
671	0.5128361694
672	0.512830179
673	0.5128216929
674	0.5128148426
675	0.5128083456
676	0.5128043051
677	0.5127991335
678	0.5127900293
679	0.5127797503
680	0.5127639007
681	0.5127528105
682	0.5127485302
683	0.5127413874
684	0.5127331744
685	0.5127186959
686	0.5127079082
687	0.5126995828
688	0.5126914296
689	0.5126783805
690	0.5126612867
691	0.5126505676
692	0.5126469475
693	0.5126380695
694	0.5126297528
695	0.5126201337
696	0.5126141202
697	0.5126016031
698	0.512597005
699	0.5125831666
700	0.5125788842
701	0.5125725981
702	0.5125676073
703	0.5125572782
704	0.5125492344
705	0.5125455679
706	0.5125408736
707	0.5125343387
708	0.512527954
709	0.5125210701
710	0.5125161047
711	0.5125087795
712	0.5125017442
713	0.5124956865
714	0.5124934117
715	0.5124884791
716	0.5124817986
717	0.5124684812
718	0.5124608724
719	0.5124505475
720	0.512444529
721	0.5124386434
722	0.5124356748
723	0.5124280121
724	0.5124152047
725	0.5124038928
726	0.5123983022
727	0.5123914832
728	0.5123808629
729	0.5123735868
730	0.5123660487
731	0.5123623362
732	0.5123503362
733	0.5123458745
734	0.5123359853
735	0.5123299603
736	0.5123261561
737	0.5123236591
738	0.5123154238
739	0.512302156
740	0.5122946313
741	0.5122899212
742	0.5122837497
743	0.5122746925
744	0.512269315
745	0.5122628179
746	0.5122612763
747	0.5122559676
748	0.5122512247
749	0.5122456214
750	0.5122359467
751	0.5122247916
752	0.5122164672
753	0.5122091184
754	0.5121987023
755	0.5121935625
756	0.5121896592
757	0.5121743361
758	0.5121656965
759	0.5121593489
760	0.5121522152
761	0.512142517
762	0.5121341496
763	0.5121323046
764	0.5121206099
765	0.5121120283
766	0.5121020086
767	0.5120934477
768	0.5120846102
769	0.5120754739
770	0.5120643396
771	0.5120580094
772	0.5120416175
773	0.512034804
774	0.5120277069
775	0.5120260612
776	0.5120211964
777	0.5120170378
778	0.5120117291
779	0.5120046235
780	0.5120031527
781	0.5119999369
782	0.5119860835
783	0.5119812014
784	0.5119701447
785	0.5119675882
786	0.5119618215
787	0.5119564287
788	0.5119502013
789	0.5119405238
790	0.5119298
791	0.5119248996
792	0.5119188031
793	0.5119122151
794	0.5119068346
795	0.5118990776
796	0.5118942666
797	0.5118875138
798	0.5118802596
799	0.5118790039
800	0.5118700383
801	0.5118651287
802	0.5118539358
803	0.5118467809
804	0.5118382985
805	0.5118324473
806	0.5118182332
807	0.5118104465
808	0.5118035905
809	0.5117944729
810	0.5117833145
811	0.5117689098
812	0.5117588963
813	0.5117484028
814	0.5117424003
815	0.5117348548
816	0.5117279285
817	0.5117211096
818	0.5117131105
819	0.511706946
820	0.5116952867
821	0.5116784775
822	0.5116640952
823	0.5116592574
824	0.5116531402
825	0.5116485476
826	0.5116387514
827	0.5116346188
828	0.5116274974
829	0.5116171424
830	0.5116067723
831	0.5115941298
832	0.5115870615
833	0.5115827158
834	0.5115744539
835	0.5115699135
836	0.5115600758
837	0.5115508638
838	0.5115421238
839	0.5115394914
840	0.5115277963
841	0.5115201982
842	0.5115083412
843	0.5114911556
844	0.5114778192
845	0.5114613911
846	0.5114549847
847	0.511449155
848	0.5114377478
849	0.5114287467
850	0.5114196583
851	0.5114110407
852	0.5114009972
853	0.5113930876
854	0.5113890746
855	0.5113811151
856	0.5113747991
857	0.5113686741
858	0.5113619643
859	0.511355787
860	0.5113462655
861	0.5113346171
862	0.5113278998
863	0.5113185911
864	0.5113124254
865	0.5113034296
866	0.5112979284
867	0.5112864823
868	0.511281707
869	0.5112683856
870	0.5112605056
871	0.5112506858
872	0.5112465901
873	0.5112369345
874	0.5112318003
875	0.5112213945
876	0.5112125292
877	0.5112094163
878	0.5111998949
879	0.5111921505
880	0.5111824176
881	0.5111765551
882	0.5111712942
883	0.5111641007
884	0.5111586807
885	0.5111516959
886	0.5111431325
887	0.5111384515
888	0.5111304641
889	0.5111227599
890	0.511116159
891	0.5111048025
892	0.5111017315
893	0.5110958096
894	0.5110912882
895	0.5110850761
896	0.5110732806
897	0.511061612
898	0.5110505024
899	0.5110440321
900	0.5110376207
901	0.5110341888
902	0.5110274496
903	0.5110196366
904	0.5110105903
905	0.5110040547
906	0.5109979216
907	0.510993055
908	0.510985072
909	0.5109789683
910	0.5109764348
911	0.5109659073
912	0.5109609567
913	0.5109496661
914	0.5109433606
915	0.5109367399
916	0.5109328874
917	0.5109252653
918	0.5109170005
919	0.5109134281
920	0.5109061402
921	0.5108983657
922	0.5108883528
923	0.5108791023
924	0.5108764197
925	0.5108680962
926	0.5108638994
927	0.5108586074
928	0.5108519509
929	0.5108443609
930	0.5108375774
931	0.510831922
932	0.5108234194
933	0.5108118919
934	0.510804013
935	0.5107928398
936	0.5107789489
937	0.5107732585
938	0.5107640242
939	0.5107546799
940	0.5107474642
941	0.5107438409
942	0.5107368114
943	0.5107316457
944	0.5107200894
945	0.510707165
946	0.5107048696
947	0.510699489
948	0.5106945403
949	0.5106878344
950	0.5106853788
951	0.5106792885
952	0.5106752107
953	0.510669248
954	0.5106643752
955	0.5106568428
956	0.5106496606
957	0.5106414542
958	0.5106334287
959	0.5106273163
960	0.5106175181
961	0.5106109489
962	0.5106063335
963	0.5105939622
964	0.5105874567
965	0.5105834839
966	0.5105784091
967	0.5105681106
968	0.5105602974
969	0.5105521066
970	0.5105421603
971	0.5105322071
972	0.5105275963
973	0.5105214687
974	0.5105132847
975	0.5105055527
976	0.5104980306
977	0.5104886189
978	0.5104833071
979	0.5104790459
980	0.5104707274
981	0.5104680976
982	0.510461
983	0.5104565239
984	0.5104485613
985	0.5104416155
986	0.5104364514
987	0.5104281105
988	0.5104220973
989	0.5104144602
990	0.5103994727
991	0.5103949988
992	0.5103880894
993	0.5103809518
994	0.5103763274
995	0.5103715309
996	0.5103654476
997	0.5103581154
998	0.5103536707
999	0.5103451812
