iter	Passed	Remaining
540	9865	8369
541	9882	8350
542	9900	8332
543	9919	8315
544	9937	8296
545	9954	8277
546	9971	8257
547	9989	8239
548	10009	8222
549	10027	8204
550	10044	8184
551	10059	8163
552	10075	8144
553	10094	8126
554	10111	8107
555	10128	8087
556	10144	8068
557	10162	8049
558	10182	8032
559	10201	8015
560	10218	7996
561	10235	7976
562	10251	7957
563	10269	7938
564	10287	7920
565	10304	7901
566	10322	7883
567	10340	7864
568	10360	7847
569	10379	7830
570	10399	7813
571	10421	7797
572	10440	7780
573	10457	7761
574	10475	7742
575	10494	7725
576	10512	7706
577	10531	7689
578	10551	7671
579	10571	7655
580	10592	7639
581	10614	7623
582	10635	7607
583	10657	7591
584	10676	7574
585	10695	7556
586	10716	7540
587	10734	7521
588	10754	7504
589	10773	7486
590	10792	7468
591	10811	7451
592	10827	7431
593	10845	7413
594	10863	7394
595	10883	7377
596	10902	7359
597	10922	7342
598	10944	7327
599	10962	7308
600	10981	7290
601	10997	7270
602	11017	7253
603	11035	7235
604	11051	7215
605	11067	7195
606	11086	7177
607	11102	7157
608	11119	7139
609	11137	7120
610	11154	7101
611	11172	7083
612	11191	7065
613	11209	7046
614	11226	7028
615	11245	7009
616	11263	6991
617	11282	6973
618	11301	6956
619	11320	6938
620	11339	6920
621	11356	6901
622	11373	6882
623	11391	6864
624	11408	6844
625	11426	6826
626	11443	6807
627	11462	6789
628	11481	6772
629	11499	6753
630	11519	6736
631	11542	6721
632	11563	6704
633	11582	6686
634	11600	6668
635	11619	6650
636	11641	6633
637	11660	6616
638	11680	6598
639	11700	6581
640	11719	6563
641	11740	6546
642	11761	6529
643	11781	6512
644	11800	6494
645	11821	6477
646	11844	6462
647	11861	6443
648	11879	6424
649	11898	6406
650	11920	6390
651	11939	6372
652	11958	6354
653	11976	6336
654	11993	6317
655	12010	6298
656	12029	6280
657	12046	6261
658	12064	6242
659	12081	6223
660	12099	6205
661	12114	6185
662	12131	6166
663	12149	6148
664	12166	6129
665	12183	6110
666	12202	6092
667	12219	6073
668	12235	6053
669	12253	6035
670	12271	6017
671	12288	5997
672	12304	5978
673	12324	5960
674	12341	5942
675	12358	5923
676	12376	5904
677	12393	5885
678	12410	5867
679	12430	5849
680	12448	5831
681	12468	5813
682	12485	5795
683	12508	5778
684	12531	5762
685	12551	5745
686	12571	5727
687	12589	5709
688	12609	5691
689	12628	5673
690	12648	5656
691	12669	5638
692	12687	5620
693	12708	5603
694	12727	5585
695	12746	5567
696	12764	5549
697	12783	5530
698	12804	5514
699	12825	5496
700	12845	5478
701	12867	5462
702	12885	5443
703	12903	5425
704	12921	5406
705	12940	5388
706	12958	5370
707	12975	5351
708	12993	5332
709	13010	5314
710	13027	5295
711	13046	5277
712	13063	5258
713	13079	5239
714	13097	5220
715	13115	5202
716	13133	5183
717	13148	5164
718	13165	5145
719	13182	5126
720	13200	5108
721	13220	5090
722	13238	5072
723	13257	5053
724	13275	5035
725	13294	5017
726	13313	4999
727	13330	4980
728	13348	4962
729	13365	4943
730	13383	4924
731	13400	4906
732	13418	4887
733	13436	4869
734	13456	4851
735	13473	4832
736	13492	4814
737	13511	4796
738	13531	4778
739	13550	4760
740	13572	4744
741	13591	4725
742	13611	4708
743	13630	4689
744	13649	4672
745	13666	4653
746	13684	4634
747	13702	4616
748	13724	4599
749	13748	4582
750	13768	4565
751	13786	4546
752	13805	4528
753	13824	4510
754	13845	4492
755	13867	4475
756	13887	4458
757	13907	4440
758	13930	4423
759	13951	4405
760	13969	4387
761	13987	4368
762	14005	4350
763	14023	4331
764	14041	4313
765	14060	4295
766	14077	4276
767	14095	4257
768	14112	4239
769	14129	4220
770	14147	4202
771	14165	4183
772	14182	4164
773	14200	4146
774	14219	4128
775	14237	4109
776	14256	4091
777	14274	4073
778	14291	4054
779	14308	4035
780	14326	4017
781	14343	3998
782	14363	3980
783	14381	3962
784	14400	3944
785	14417	3925
786	14434	3906
787	14451	3888
788	14471	3870
789	14490	3851
790	14511	3834
791	14530	3816
792	14551	3798
793	14573	3781
794	14591	3762
795	14610	3744
796	14630	3726
797	14649	3708
798	14670	3690
799	14687	3671
800	14706	3653
801	14727	3635
802	14745	3617
803	14763	3599
804	14784	3581
805	14805	3563
806	14828	3546
807	14848	3528
808	14867	3510
809	14886	3491
810	14905	3473
811	14925	3455
812	14945	3437
813	14966	3419
814	14986	3401
815	15006	3383
816	15025	3365
817	15043	3347
818	15059	3328
819	15078	3309
820	15096	3291
821	15114	3272
822	15130	3254
823	15147	3235
824	15165	3216
825	15184	3198
826	15202	3180
827	15220	3161
828	15236	3142
829	15254	3124
830	15271	3105
831	15287	3086
832	15307	3068
833	15325	3050
834	15340	3031
835	15360	3013
836	15381	2995
837	15399	2977
838	15418	2958
839	15437	2940
840	15455	2922
841	15473	2903
842	15492	2885
843	15511	2867
844	15531	2848
845	15550	2830
846	15567	2812
847	15586	2793
848	15604	2775
849	15624	2757
850	15642	2738
851	15658	2720
852	15677	2701
853	15695	2683
854	15716	2665
855	15737	2647
856	15757	2629
857	15778	2611
858	15798	2593
859	15819	2575
860	15841	2557
861	15859	2538
862	15878	2520
863	15899	2502
864	15920	2484
865	15938	2466
866	15958	2448
867	15976	2429
868	15995	2411
869	16015	2393
870	16033	2374
871	16051	2356
872	16071	2337
873	16088	2319
874	16108	2301
875	16125	2282
876	16145	2264
877	16164	2246
878	16184	2227
879	16202	2209
880	16220	2190
881	16237	2172
882	16256	2153
883	16272	2135
884	16291	2116
885	16307	2098
886	16324	2079
887	16342	2061
888	16361	2042
889	16381	2024
890	16399	2006
891	16420	1988
892	16438	1969
893	16457	1951
894	16475	1932
895	16494	1914
896	16513	1896
897	16532	1877
898	16552	1859
899	16571	1841
900	16590	1822
901	16607	1804
902	16627	1786
903	16645	1767
904	16664	1749
905	16682	1730
906	16703	1712
907	16720	1694
908	16739	1675
909	16758	1657
910	16778	1639
911	16797	1620
912	16818	1602
913	16837	1584
914	16857	1566
915	16876	1547
916	16897	1529
917	16916	1511
918	16937	1492
919	16957	1474
920	16974	1456
921	16993	1437
922	17011	1419
923	17029	1400
924	17048	1382
925	17068	1364
926	17089	1345
927	17106	1327
928	17123	1308
929	17141	1290
930	17159	1271
931	17177	1253
932	17196	1234
933	17214	1216
934	17231	1197
935	17250	1179
936	17267	1161
937	17285	1142
938	17304	1124
939	17321	1105
940	17338	1087
941	17356	1068
942	17376	1050
943	17395	1031
944	17416	1013
945	17436	995
946	17455	976
947	17474	958
948	17493	940
949	17513	921
950	17532	903
951	17554	885
952	17574	866
953	17592	848
954	17610	829
955	17630	811
956	17648	792
957	17666	774
958	17685	756
959	17704	737
960	17725	719
961	17744	700
962	17763	682
963	17783	664
964	17802	645
965	17822	627
966	17841	608
967	17862	590
968	17881	572
969	17899	553
970	17919	535
971	17938	516
972	17956	498
973	17976	479
974	17994	461
975	18011	442
976	18028	424
977	18047	405
978	18066	387
979	18085	369
980	18105	350
981	18124	332
982	18143	313
983	18160	295
984	18179	276
985	18197	258
986	18214	239
987	18231	221
988	18249	202
989	18266	184
990	18284	166
991	18299	147
992	18316	129
993	18335	110
994	18353	92
995	18371	73
996	18390	55
997	18407	36
998	18426	18
999	18444	0
